run,id,phase,operation,parent_ids,hcv,scv,fitness,node_count,tree_depth,tree,canonical
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i4,5,crossover,g4-i14|g4-i11,5,4.669,28.013,14,4,(if (< a b) (+ (* c d) e) (* (+ f g) h)),(if (< a b) (+ (* c d) e) (* (+ f g) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i5,5,crossover,g4-i14|g4-i11,28,4.195,121.663,16,4,(if (> c d) (+ (* e f) g) (* (+ a b) (/ h e))),(if (< d c) (+ (* e f) g) (* (+ a b) (/ h e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i6,5,mutation,g4-i2,8,4.805,43.247,18,4,(if (> e h) (+ (* f g) (* d e)) (+ (* a b) (/ c d))),(if (< h e) (+ (* d e) (* f g)) (+ (* a b) (/ c d)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i7,5,crossover,g4-i17|g4-i15,13,4.540,63.562,14,4,(if (< f g) (* (+ c e) d) (+ (/ a h) b)),(if (< f g) (* (+ c e) d) (+ (/ a h) b))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i8,5,crossover,g4-i17|g4-i15,54,1.917,105.437,11,4,(+ (* (- e f) g) (/ (+ a b) c)),(+ (* (- e f) g) (/ (+ a b) c))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i9,5,mutation,g4-i14,4,5.026,25.132,16,4,(if (< a h) (* (+ a b) f) (+ (* a b) (/ g e))),(if (< a h) (* (+ a b) f) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i10,5,crossover,g4-i14|g4-i2,3,4.704,18.816,18,4,(if (< e h) (+ (* a b) (* f g)) (+ (* c d) (/ g e))),(if (< e h) (+ (* a b) (* f g)) (+ (* c d) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i11,5,crossover,g4-i14|g4-i2,6,5.122,35.854,18,4,(if (< e h) (* (+ f g) (+ a b)) (+ (* d e) (/ c h))),(if (< e h) (* (+ a b) (+ f g)) (+ (* d e) (/ c h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i12,5,mutation,g4-i7,0,4.796,4.796,12,4,(if (> f g) (+ (* a b) c) (/ h e)),(if (< g f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i13,5,crossover,g4-i6|g4-i6,7,4.823,38.587,9,4,(+ (* a (+ b c)) (/ g h)),(+ (* (+ b c) a) (/ g h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i14,5,crossover,g4-i6|g4-i6,56,2.144,122.195,9,4,(+ (/ g h) (* a (- b c))),(+ (* (- b c) a) (/ g h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i15,5,crossover,g4-i9|g4-i17,9,4.556,45.556,14,4,(if (> f g) (* (+ c e) h) (+ (* a b) d)),(if (< g f) (* (+ c e) h) (+ (* a b) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i16,5,crossover,g4-i9|g4-i17,37,3.369,128.039,14,4,(if (<= c g) (+ (* f e) d) (* (+ a h) b)),(if (<= c g) (+ (* e f) d) (* (+ a h) b))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i17,5,mutation,g4-i7,10,4.703,51.732,14,4,(if (< (* f e) g) (+ (* a b) c) (/ h e)),(if (< (* e f) g) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i18,5,crossover,g4-i7|g4-i7,3,4.761,19.043,16,4,(if (< f g) (+ (* a b) c) (* (/ h e) (+ a b))),(if (< f g) (+ (* a b) c) (* (+ a b) (/ h e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g5-i19,5,crossover,g4-i7|g4-i7,6,4.795,33.565,16,4,(if (< f g) (+ (* a b) c) (+ (/ h e) (/ c g))),(if (< f g) (+ (* a b) c) (+ (/ c g) (/ h e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-e0,6,elitism,g5-i12,0,4.796,4.796,12,4,(if (> f g) (+ (* a b) c) (/ h e)),(if (< g f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i1,6,mutation,g5-i3,15,4.666,74.656,14,4,(if (> a d) (+ (* b c) f) (- (/ g e) h)),(if (< d a) (+ (* b c) f) (- (/ g e) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i2,6,crossover,g5-i1|g5-i4,5,5.113,30.680,14,4,(if (< a b) (* (+ c d) e) (+ (* f g) h)),(if (< a b) (* (+ c d) e) (+ (* f g) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i3,6,crossover,g5-i1|g5-i4,19,4.969,99.378,14,4,(if (> a h) (+ (/ g e) f) (* (+ b c) d)),(if (< h a) (+ (/ g e) f) (* (+ b c) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i4,6,crossover,g5-i4|g5-i1,13,4.437,62.120,14,4,(if (< b c) (* (+ d e) f) (+ (/ g h) a)),(if (< b c) (* (+ d e) f) (+ (/ g h) a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i5,6,crossover,g5-i4|g5-i1,16,4.573,77.739,14,4,(if (> a f) (+ (* b g) c) (* (+ e h) d)),(if (< f a) (+ (* b g) c) (* (+ e h) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i6,6,crossover,g5-e0|g5-i1,5,4.623,27.741,14,4,(if (> e g) (* (+ f b) h) (+ (/ c e) a)),(if (< g e) (* (+ b f) h) (+ (/ c e) a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i7,6,crossover,g5-e0|g5-i1,59,1.914,114.860,14,4,(+ (* (- d g) (/ f e)) (if (< b h) c a)),(+ (* (- d g) (/ f e)) (if (< b h) c a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i8,6,crossover,g5-i3|g5-i10,7,4.360,34.878,18,4,(if (< b f) (+ (* a c) (/ g e)) (- (* d h) (+ e f))),(if (< b f) (+ (* a c) (/ g e)) (- (* d h) (+ e f)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i9,6,crossover,g5-i3|g5-i10,3,4.617,18.467,18,4,(if (> c g) (* (+ a b) (- e f)) (+ (/ g h) (* d c))),(if (< g c) (* (+ a b) (- e f)) (+ (* c d) (/ g h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i10,6,crossover,g5-i3|g5-i1,0,5.319,5.319,16,4,(if (< a d) (+ (* b c) f) (* (/ g e) (+ a b))),(if (< a d) (+ (* b c) f) (* (+ a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i11,6,crossover,g5-i3|g5-i1,10,4.939,54.334,14,4,(if (< a h) (+ (* b c) f) (- (/ g e) h)),(if (< a h) (+ (* b c) f) (- (/ g e) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i12,6,crossover,g5-e0|g5-i3,45,2.921,134.356,14,4,(if (> e f) (+ (* a b) c) (- (/ g h) d)),(if (< f e) (+ (* a b) c) (- (/ g h) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i13,6,crossover,g5-i4|g5-i12,25,3.948,102.642,14,4,(if (< a b) (+ (* c d) (* f g)) (/ h e)),(if (< a b) (+ (* c d) (* f g)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i14,6,crossover,g5-i4|g5-i12,37,3.457,131.375,14,4,(if (> f g) (* (+ a b) c) (+ (* e d) h)),(if (< g f) (* (+ a b) c) (+ (* d e) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i15,6,mutation,g5-i3,15,4.669,74.708,14,4,(if (> a d) (+ (* b c) f) (- (/ g e) h)),(if (< d a) (+ (* b c) f) (- (/ g e) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i16,6,mutation,g5-i1,5,4.868,29.208,16,4,(if (> a h) (* (+ b c) f) (+ (/ g e) (* a b))),(if (< h a) (* (+ b c) f) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i17,6,crossover,g5-i9|g5-i9,1,5.064,10.129,16,4,(if (< a h) (+ (* a b) f) (* (+ a b) (/ g e))),(if (< a h) (+ (* a b) f) (* (+ a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i18,6,crossover,g5-i9|g5-i9,8,4.955,44.592,16,4,(if (> a h) (* (+ a b) f) (+ (* a b) (/ g e))),(if (< h a) (* (+ a b) f) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g6-i19,6,mutation,g5-i18,5,4.966,29.793,18,4,(if (< (* a b) g) (+ (* a b) c) (* (/ h e) (+ a b))),(if (< (* a b) g) (+ (* a b) c) (* (+ a b) (/ h e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-e0,7,elitism,g6-e0,0,4.796,4.796,12,4,(if (> f g) (+ (* a b) c) (/ h e)),(if (< g f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i1,7,crossover,g6-i10|g6-i8,10,4.533,49.860,18,4,(if (< a f) (+ (* b c) (/ g e)) (* (+ a b) (- d h))),(if (< a f) (+ (* b c) (/ g e)) (* (+ a b) (- d h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i2,7,crossover,g6-i10|g6-i8,9,4.673,46.726,16,4,(if (> c e) (- (* a d) f) (+ (/ g e) (* b c))),(if (< e c) (- (* a d) f) (+ (* b c) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i3,7,crossover,g6-e0|g6-i11,0,4.798,4.798,12,4,(if (> f g) (+ (* a c) b) (/ h e)),(if (< g f) (+ (* a c) b) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i4,7,crossover,g6-e0|g6-i11,2,5.401,16.203,14,4,(if (< a h) (+ (* b f) c) (- (/ g e) h)),(if (< a h) (+ (* b f) c) (- (/ g e) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i5,7,crossover,g6-e0|g6-i9,13,4.225,59.156,14,4,(if (> a e) (* (+ b c) d) (+ (/ f g) h)),(if (< e a) (* (+ b c) d) (+ (/ f g) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i6,7,crossover,g6-e0|g6-i9,6,4.454,31.178,18,4,(if (<= c h) (+ (* a b) (- e f)) (* (/ g h) (+ d c))),(if (<= c h) (+ (* a b) (- e f)) (* (+ c d) (/ g h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i7,7,mutation,g6-e0,0,5.349,5.349,14,4,(if (> (* f e) g) (+ (* a b) c) (/ h e)),(if (< g (* e f)) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i8,7,mutation,g6-i10,22,4.281,98.465,16,4,(if (> a d) (+ (* b c) f) (* (/ g e) (+ a b))),(if (< d a) (+ (* b c) f) (* (+ a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i9,7,crossover,g6-i9|g6-i2,6,4.812,33.682,14,4,(if (< a b) (+ (* c d) e) (* (+ f g) h)),(if (< a b) (+ (* c d) e) (* (+ f g) h))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i10,7,crossover,g6-i9|g6-i2,11,4.743,56.919,16,4,(+ (if (> c g) (- e f) (* a b)) (* d (/ g h))),(+ (* (/ g h) d) (if (< g c) (- e f) (* a b)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i11,7,crossover,g6-e0|g6-i6,6,4.505,31.535,14,4,(if (> f g) (* (+ a b) c) (+ (/ h e) a)),(if (< g f) (* (+ a b) c) (+ (/ h e) a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i12,7,crossover,g6-e0|g6-i6,52,2.750,145.767,14,4,(if (> e g) (+ (* f b) h) (- (* c e) a)),(if (< g e) (+ (* b f) h) (- (* c e) a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i13,7,mutation,g6-i17,25,4.868,126.567,16,4,(if (> a h) (+ (* a b) f) (* (+ a b) (/ g e))),(if (< h a) (+ (* a b) f) (* (+ a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i14,7,crossover,g6-i10|g6-e0,1,5.532,11.063,18,4,(if (> a f) (+ (* b c) (/ g e)) (* (+ d e) (- h g))),(if (< f a) (+ (* b c) (/ g e)) (* (+ d e) (- h g)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i15,7,crossover,g6-i10|g6-i9,4,5.193,25.967,16,4,(if (< a d) (* (+ b c) f) (+ (/ g e) (* a b))),(if (< a d) (* (+ b c) f) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i16,7,crossover,g6-i10|g6-i9,9,4.462,44.621,18,4,(if (> c g) (+ (* a b) (- e f)) (* (/ g h) (+ d c))),(if (< g c) (+ (* a b) (- e f)) (* (+ c d) (/ g h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i17,7,mutation,g6-e0,0,4.951,4.951,14,4,(if (> (* f e) g) (+ (* a b) c) (/ h e)),(if (< g (* e f)) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i18,7,crossover,g6-i9|g6-i6,11,4.736,56.832,16,4,(if (< e g) (+ (* a b) c) (* (/ h g) (+ d f))),(if (< e g) (+ (* a b) c) (* (+ d f) (/ h g)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g7-i19,7,crossover,g6-i9|g6-i6,57,2.517,146.003,18,4,(if (<= c e) (+ (* f h) (/ g d)) (* (+ a b) (- e f))),(if (<= c e) (+ (* f h) (/ g d)) (* (+ a b) (- e f)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-e0,8,elitism,g7-e0,0,4.796,4.796,12,4,(if (> f g) (+ (* a b) c) (/ h e)),(if (< g f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i1,8,crossover,g7-i4|g7-e0,51,3.277,170.395,14,4,(if (> a f) (* (+ b c) e) (+ (/ g h) d)),(if (< f a) (* (+ b c) e) (+ (/ g h) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i2,8,crossover,g7-i15|g7-i7,2,5.056,15.167,16,4,(if (< a d) (+ (* b c) f) (+ (/ g e) (* a b))),(if (< a d) (+ (* b c) f) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i3,8,crossover,g7-i15|g7-i7,0,5.280,5.280,14,4,(if (> (* f e) g) (* (+ a b) c) (/ h e)),(if (< g (* e f)) (* (+ a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i4,8,mutation,g7-i14,38,3.206,125.035,18,4,(if (< a f) (* (+ b c) (/ g e)) (+ (* d e) (- h g))),(if (< a f) (* (+ b c) (/ g e)) (+ (* d e) (- h g)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i5,8,crossover,g7-e0|g7-i7,7,4.717,37.736,14,4,(if (> f g) (+ (* a b) c) (+ (* a b) c)),(if (< g f) (+ (* a b) c) (+ (* a b) c))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i6,8,crossover,g7-e0|g7-i7,1,5.065,10.129,12,4,(if (> (* f e) g) (/ h e) (/ h e)),(if (< g (* e f)) (/ h e) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i7,8,mutation,g7-i14,22,4.861,111.792,18,4,(if (> b f) (+ (* a c) (/ g e)) (* (+ d e) (- h g))),(if (< f b) (+ (* a c) (/ g e)) (* (+ d e) (- h g)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i8,8,mutation,g7-e0,8,4.907,44.159,12,4,(if (< f g) (+ (* a b) c) (/ h e)),(if (< f g) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i9,8,mutation,g7-e0,1,5.001,10.002,14,4,(if (> f g) (+ (* a b) (* c e)) (/ h e)),(if (< g f) (+ (* a b) (* c e)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i10,8,crossover,g7-i17|g7-e0,11,5.083,60.994,12,4,(if (> f e) (+ (* a b) c) (/ h e)),(if (< e f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i11,8,crossover,g7-i17|g7-e0,67,1.802,122.540,14,4,(if (> (* f e) g) (+ (* a b) c) (+ e g)),(if (< g (* e f)) (+ (* a b) c) (+ e g))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i12,8,crossover,g7-i1|g7-i17,14,4.990,74.846,16,4,(if (< a f) (* (+ b c) (/ g e)) (+ (* a b) c)),(if (< a f) (* (+ b c) (/ g e)) (+ (* a b) c))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i13,8,crossover,g7-i1|g7-i17,0,5.161,5.161,14,4,(if (> (* f e) g) (- (+ a b) d) (/ h e)),(if (< g (* e f)) (- (+ a b) d) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i14,8,crossover,g7-i17|g7-i15,24,4.921,123.020,12,4,(if (> a b) (+ (* c d) e) (/ g f)),(if (< b a) (+ (* c d) e) (/ g f))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i15,8,crossover,g7-i17|g7-i15,17,4.387,78.969,14,4,(+ (if (< h g) (* f e) (+ a b)) (* c d)),(+ (* c d) (if (< h g) (* e f) (+ a b)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i16,8,crossover,g7-e0|g7-i14,9,4.867,48.668,14,4,(if (< f g) (* (+ a b) c) (+ (/ h e) d)),(if (< f g) (* (+ a b) c) (+ (/ h e) d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i17,8,crossover,g7-e0|g7-i14,12,4.571,59.419,18,4,(if (<= a f) (- (* b c) (/ g e)) (* (+ d e) (+ h g))),(if (<= a f) (- (* b c) (/ g e)) (* (+ d e) (+ g h)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i18,8,crossover,g7-i10|g7-i4,27,4.185,117.184,12,4,(if (> e h) (+ (* a b) c) (- d f)),(if (< h e) (+ (* a b) c) (- d f))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g8-i19,8,crossover,g7-i10|g7-i4,11,4.738,56.851,14,4,(+ (if (< g h) (+ a b) (* c d)) (- e f)),(+ (- e f) (if (< g h) (+ a b) (* c d)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-e0,9,elitism,g8-e0,0,4.796,4.796,12,4,(if (> f g) (+ (* a b) c) (/ h e)),(if (< g f) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i1,9,crossover,g8-e0|g8-i9,0,4.810,4.810,14,4,(if (> f g) (+ (* a b) (+ c e)) (/ h e)),(if (< g f) (+ (* a b) (+ c e)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i2,9,crossover,g8-e0|g8-i9,8,4.743,42.690,16,4,(if (> f g) (+ (* a b) (* c e)) (+ (/ h e) a)),(if (< g f) (+ (* a b) (* c e)) (+ (/ h e) a))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i3,9,mutation,g8-i15,27,4.489,125.700,14,4,(if (> c d) (+ (* f e) a) (+ b (* g h))),(if (< d c) (+ (* e f) a) (+ (* g h) b))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i4,9,crossover,g8-e0|g8-i2,0,5.070,5.070,16,4,(if (> f g) (+ (* a b) c) (+ (/ g e) (* a b))),(if (< g f) (+ (* a b) c) (+ (* a b) (/ g e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i5,9,crossover,g8-e0|g8-i2,4,4.901,24.506,14,4,(if (< a d) (+ (* b c) f) (+ (* a b) c)),(if (< a d) (+ (* b c) f) (+ (* a b) c))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i6,9,crossover,g8-i13|g8-e0,0,5.245,5.245,14,4,(if (> (+ f e) g) (* (- a b) d) (/ h e)),(if (< g (+ e f)) (* (- a b) d) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i7,9,crossover,g8-i13|g8-e0,3,4.721,18.884,14,4,(if (< (* f e) g) (+ (/ a b) c) (- h e)),(if (< (* e f) g) (+ (/ a b) c) (- h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i8,9,crossover,g8-i8|g8-i3,8,4.926,44.335,12,4,(if (< f g) (* (+ a b) c) (/ h e)),(if (< f g) (* (+ a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i9,9,crossover,g8-i8|g8-i3,0,5.140,5.140,14,4,(if (> (* f e) g) (+ (* a b) c) (/ h e)),(if (< g (* e f)) (+ (* a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i10,9,crossover,g8-i9|g8-i9,0,5.129,5.129,14,4,(if (> c g) (+ (* a b) (* f e)) (/ h e)),(if (< g c) (+ (* a b) (* e f)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i11,9,crossover,g8-i9|g8-i9,0,4.882,4.882,14,4,(if (> f g) (+ (* a d) (* c e)) (/ h e)),(if (< g f) (+ (* a d) (* c e)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i12,9,mutation,g8-i9,0,4.964,4.964,18,4,(if (> f g) (+ (* a b) (* c e)) (* (/ h e) (+ a b))),(if (< g f) (+ (* a b) (* c e)) (* (+ a b) (/ h e)))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i13,9,crossover,g8-i9|g8-i3,0,5.185,5.185,12,4,(if (> f g) (* (+ a b) c) (/ h e)),(if (< g f) (* (+ a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i14,9,mutation,g8-e0,5,4.939,29.634,14,4,(if (> (* f g) h) (+ (* a b) c) (/ e d)),(if (< h (* f g)) (+ (* a b) c) (/ e d))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i15,9,mutation,g8-e0,0,4.814,4.814,12,4,(if (> c g) (+ (* a f) b) (/ h e)),(if (< g c) (+ (* a f) b) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i16,9,crossover,g8-i3|g8-i9,0,5.267,5.267,14,4,(if (> (+ f e) g) (* (+ a b) c) (/ h e)),(if (< g (+ e f)) (* (+ a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i17,9,crossover,g8-i3|g8-i9,8,4.687,42.179,16,4,(if (< (* f e) g) (+ (* a b) (* c e)) (/ h e)),(if (< (* e f) g) (+ (* a b) (* c e)) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i18,9,crossover,g8-e0|g8-i13,5,4.912,29.471,12,4,(if (< f g) (* (+ a b) c) (/ h e)),(if (< f g) (* (+ a b) c) (/ h e))
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,g9-i19,9,crossover,g8-e0|g8-i13,1,5.253,10.506,14,4,(if (> (* f e) g) (+ (- a b) d) (/ h e)),(if (< g (* e f)) (+ (- a b) d) (/ h e))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i0,-1,initial,,9,4.444,44.439,7,4,(+ a (+ b (* c d))),(+ (+ (* c d) b) a)
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i1,-1,initial,,32,3.285,108.420,10,3,(if (< e f) (+ g h) (- a b)),(if (< e f) (+ g h) (- a b))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i2,-1,initial,,56,1.922,109.531,7,3,(* (+ d e) (- f g)),(* (+ d e) (- f g))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i3,-1,initial,,12,4.588,59.650,9,4,(+ (+ a b) (* c (+ d e))),(+ (* (+ d e) c) (+ a b))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i4,-1,initial,,9,4.761,47.605,3,2,(+ a b),(+ a b)
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i5,-1,initial,,8,4.555,40.993,10,3,(if (< e h) (* c d) (+ f g)),(if (< e h) (* c d) (+ f g))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i6,-1,initial,,51,2.394,124.479,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i7,-1,initial,,11,4.740,56.881,7,3,(+ (* a b) (/ c d)),(+ (* a b) (/ c d))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i8,-1,initial,,10,4.634,50.975,5,3,(+ a (+ b c)),(+ (+ b c) a)
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i9,-1,initial,,5,4.545,27.270,10,3,(if (< e h) (* f g) (+ d e)),(if (< e h) (* f g) (+ d e))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i10,-1,initial,,52,2.074,109.936,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i11,-1,initial,,9,4.646,46.457,7,3,(+ (+ e f) (* g h)),(+ (* g h) (+ e f))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i12,-1,initial,,10,4.736,52.091,3,2,(+ a b),(+ a b)
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i13,-1,initial,,15,4.456,71.292,10,3,(if (< e h) (* c d) (+ f g)),(if (< e h) (* c d) (+ f g))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i14,-1,initial,,56,1.831,104.366,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i15,-1,initial,,8,4.646,41.816,7,3,(+ (* a b) (/ f g)),(+ (* a b) (/ f g))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i16,-1,initial,,10,4.693,51.626,7,3,(* (+ a b) (+ c d)),(* (+ a b) (+ c d))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i17,-1,initial,,45,2.904,133.575,7,3,(+ (* e f) (- g h)),(+ (* e f) (- g h))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,init-i18,-1,initial,,56,2.872,163.709,10,3,(if (< a b) (+ c d) (* e f)),(if (< a b) (+ c d) (* e f))
