run,operation,phase,valid,failure_category,latency_seconds,prompt_tokens,completion_tokens,is_runaway
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,False,runaway_unterminated_json,15.969,966,2048,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.523,1011,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,False,unchanged_parent,0.466,967,40,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.459,994,60,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,4,True,,0.446,886,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.567,966,45,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,True,,0.462,886,27,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,False,depth_exceeded,0.603,974,50,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.420,1000,53,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,False,unchanged_parent,0.182,882,22,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,True,,0.223,909,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.603,978,51,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.522,968,47,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.513,970,47,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.577,976,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,False,unchanged_parent,0.333,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,True,,0.266,916,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.523,970,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.458,961,39,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,5,True,,0.386,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,5,True,,0.418,970,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.591,984,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.516,964,46,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.516,974,47,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.526,977,49,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,True,,0.395,880,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.615,979,53,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.553,984,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,False,unchanged_parent,0.374,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,True,,0.264,916,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,False,depth_exceeded,0.655,975,57,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.432,1001,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,6,True,,0.582,972,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,True,,0.454,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,False,unchanged_parent,0.345,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,6,True,,0.257,916,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,False,unchanged_parent,0.545,977,50,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.442,1004,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.621,980,62,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,True,,0.166,879,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.619,978,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.548,976,51,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,True,,0.420,885,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.655,978,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,False,unchanged_parent,0.477,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,True,,0.259,916,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.605,978,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.543,980,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,7,True,,0.587,978,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,False,unchanged_parent,0.382,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,7,True,,0.259,916,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.696,983,62,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,False,unchanged_parent,0.445,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,True,,0.258,918,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,False,unchanged_parent,0.649,983,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.441,1010,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.549,973,51,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,False,unchanged_parent,0.490,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,True,,0.258,918,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.644,981,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.567,982,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,True,,0.472,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.699,982,62,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,False,unchanged_parent,0.487,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,8,True,,0.260,918,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.656,984,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,8,True,,0.585,981,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,False,unchanged_parent,0.336,891,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,True,,0.264,918,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.662,981,56,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,True,,0.485,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,True,,0.256,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.647,980,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,False,unchanged_parent,0.484,888,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,9,True,,0.255,915,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,False,unchanged_parent,0.652,978,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.489,1005,63,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.576,981,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.587,980,56,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.626,979,62,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.556,981,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,9,True,,0.532,978,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,initial,-1,True,,0.518,750,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,initial,-1,True,,0.380,750,46,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,initial,-1,True,,0.414,750,49,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,initial,-1,True,,0.384,750,46,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,initial,-1,True,,0.423,750,52,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.542,952,41,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.406,954,31,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.373,953,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,False,unchanged_parent,0.393,948,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.270,975,32,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,False,arity_or_parse,0.391,954,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.255,979,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,True,,0.368,875,14,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,True,,0.258,877,17,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,False,unchanged_parent,0.275,880,20,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,True,,0.221,907,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.446,957,31,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.461,956,39,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,False,arity_or_parse,0.474,875,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,0,True,,0.189,902,20,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,0,True,,0.533,958,44,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,1,True,,0.420,879,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,1,True,,0.308,880,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.612,961,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,1,True,,0.417,879,23,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.529,965,39,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,False,arity_or_parse,0.583,966,45,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.335,993,40,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.462,967,40,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.440,961,35,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.447,961,37,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.446,960,37,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,False,depth_exceeded,0.580,967,56,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,1,True,,0.402,993,51,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,1,True,,0.204,880,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.506,959,35,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.478,961,40,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,2,True,,0.454,879,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,2,False,unchanged_parent,0.153,879,18,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,2,True,,0.228,906,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.561,969,48,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.451,961,38,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.486,968,43,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,2,True,,0.432,882,23,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.500,954,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.522,966,47,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,2,True,,0.470,968,45,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,2,True,,0.450,889,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.531,967,41,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,3,False,unchanged_parent,0.304,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,3,True,,0.231,913,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.588,976,47,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.512,965,46,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,3,True,,0.305,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,False,unchanged_parent,0.616,970,51,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.415,997,52,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,False,depth_exceeded,0.611,975,60,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.508,1001,66,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,3,True,,0.461,888,31,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.642,969,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.436,962,35,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,3,True,,0.389,880,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,3,True,,0.592,967,48,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,4,True,,0.414,880,22,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.585,976,50,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.585,978,57,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,4,True,,0.484,884,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.570,963,45,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,4,True,,0.459,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.554,956,45,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.515,971,46,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,4,True,,0.288,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.528,975,54,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.554,974,51,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,4,True,,0.501,972,47,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.644,978,64,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.561,975,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.530,980,51,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.590,974,56,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,False,arity_or_parse,0.343,889,31,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,True,,0.265,919,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.525,975,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.512,969,47,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,True,,0.398,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.612,975,51,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,5,True,,0.482,973,48,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,False,unchanged_parent,0.340,886,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,True,,0.236,913,26,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,False,unchanged_parent,0.369,889,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,5,True,,0.256,916,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.636,973,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,6,True,,0.477,890,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.653,983,56,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,6,True,,0.469,889,33,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.638,981,54,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.588,979,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,6,True,,0.492,891,31,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,6,True,,0.333,888,28,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,False,unchanged_parent,0.663,984,57,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.500,1011,64,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,False,unchanged_parent,0.580,981,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.434,1008,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.574,981,54,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,6,True,,0.547,979,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,False,arity_or_parse,0.645,976,63,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.441,1004,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.599,981,63,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.570,980,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.559,986,58,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,False,unchanged_parent,0.298,884,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,True,,0.224,911,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.575,980,60,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,False,unchanged_parent,0.321,884,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,True,,0.261,911,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.622,981,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,False,unchanged_parent,0.460,889,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,True,,0.259,916,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,7,True,,0.308,884,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.675,987,59,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,7,True,,0.571,975,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.611,984,61,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,False,unchanged_parent,0.444,885,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,True,,0.228,912,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.633,981,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.580,975,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,True,,0.477,890,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.673,980,59,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.566,979,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.604,980,60,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,True,,0.454,884,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.583,988,61,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,False,unchanged_parent,0.504,893,33,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,8,True,,0.279,920,33,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,8,True,,0.662,986,58,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,False,unchanged_parent,0.441,888,28,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,True,,0.243,915,28,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,False,unchanged_parent,0.657,980,56,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.389,1007,48,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,False,unchanged_parent,0.444,884,25,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,True,,0.257,911,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.584,984,61,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.553,977,55,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,True,,0.335,890,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.667,979,58,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,False,depth_exceeded,0.609,976,61,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.481,1002,62,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,False,arity_or_parse,0.565,890,37,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,mutation,9,True,,0.268,921,30,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.707,987,58,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.559,980,53,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,False,unchanged_parent,0.547,976,50,False
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,crossover,9,True,,0.401,1003,51,False
